seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type
chr12	105125001	105150000	25000	*	chr12	105140402	105140898	497	+	intron:635952	ENST00000311317.8	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105141046	105141166	121	+	intron:635953	ENST00000311317.8	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105141247	105142452	1206	+	intron:635954	ENST00000311317.8	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105142559	105143126	568	+	intron:635955	ENST00000311317.8	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105143244	105144286	1043	+	intron:635956	ENST00000311317.8	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144456	105144717	262	+	intron:635957	ENST00000311317.8	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144873	105146451	1579	+	intron:635958	ENST00000311317.8	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105146527	105147041	515	+	intron:635959	ENST00000311317.8	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105147147	105147609	463	+	intron:635960	ENST00000311317.8	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105122239	105126003	3765	+	intron:635970	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105126128	105126234	107	+	intron:635971	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105126363	105127128	766	+	intron:635972	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105127290	105133769	6480	+	intron:635973	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105133897	105137885	3989	+	intron:635974	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105138012	105140293	2282	+	intron:635975	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105140402	105140898	497	+	intron:635976	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105141046	105141166	121	+	intron:635977	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105141247	105142452	1206	+	intron:635978	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105142559	105143126	568	+	intron:635979	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105143244	105144286	1043	+	intron:635980	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144456	105144717	262	+	intron:635981	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144873	105146451	1579	+	intron:635982	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105146527	105147041	515	+	intron:635983	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105147147	105149614	2468	+	intron:635984	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105149750	105152342	2593	+	intron:635985	ENST00000332180.9	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105122239	105126003	3765	+	intron:636002	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105126128	105126234	107	+	intron:636003	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105126363	105127128	766	+	intron:636004	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105127290	105133769	6480	+	intron:636005	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105133897	105137885	3989	+	intron:636006	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105138012	105140293	2282	+	intron:636007	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105140402	105140898	497	+	intron:636008	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105141046	105141166	121	+	intron:636009	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105141247	105142452	1206	+	intron:636010	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105142559	105143126	568	+	intron:636011	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105143244	105144286	1043	+	intron:636012	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144456	105144717	262	+	intron:636013	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144873	105146451	1579	+	intron:636014	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105146527	105147041	515	+	intron:636015	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105147147	105149614	2468	+	intron:636016	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105149750	105152342	2593	+	intron:636017	ENST00000550053.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105122239	105126003	3765	+	intron:636034	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105126128	105126234	107	+	intron:636035	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105126363	105127128	766	+	intron:636036	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105127290	105133769	6480	+	intron:636037	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105133900	105137885	3986	+	intron:636038	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105138012	105140293	2282	+	intron:636039	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105140402	105140898	497	+	intron:636040	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105141046	105141166	121	+	intron:636041	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105141247	105142452	1206	+	intron:636042	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105142559	105143126	568	+	intron:636043	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105143244	105144286	1043	+	intron:636044	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144456	105144717	262	+	intron:636045	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144873	105146451	1579	+	intron:636046	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105146527	105147041	515	+	intron:636047	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105147147	105149614	2468	+	intron:636048	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105149750	105152342	2593	+	intron:636049	ENST00000620430.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105122239	105126003	3765	+	intron:636065	ENST00000547404.1	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144873	105146451	1579	+	intron:636066	ENST00000550613.1	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105144873	105146451	1579	+	intron:636067	ENST00000548534.1	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105146527	105147041	515	+	intron:636068	ENST00000548534.1	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105149750	105152342	2593	+	intron:636069	ENST00000550786.5	23325	WASHC4	hg38_genes_introns
chr12	105125001	105150000	25000	*	chr12	105126004	105126127	124	+	3UTR:86624	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105126235	105126362	128	+	3UTR:86625	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105127129	105127289	161	+	3UTR:86626	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105133770	105133896	127	+	3UTR:86627	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105137886	105138011	126	+	3UTR:86628	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105140294	105140401	108	+	3UTR:86629	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105140899	105141045	147	+	3UTR:86630	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105141167	105141246	80	+	3UTR:86631	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105142453	105142558	106	+	3UTR:86632	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105143127	105143243	117	+	3UTR:86633	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105144287	105144455	169	+	3UTR:86634	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105144718	105144872	155	+	3UTR:86635	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105146452	105146526	75	+	3UTR:86636	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105147042	105147146	105	+	3UTR:86637	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105149615	105149749	135	+	3UTR:86638	ENST00000550053.5	23325	WASHC4	hg38_genes_3UTRs
chr12	105125001	105150000	25000	*	chr12	105126004	105126049	46	+	3UTR:86650	ENST00000547404.1	23325	WASHC4	hg38_genes_3UTRs
chr15	57525001	57550000	25000	*	chr15	57529010	57530009	1000	-	promoter:145509	ENST00000566990.1	NA	NA	hg38_genes_promoters
chr15	57525001	57550000	25000	*	chr15	57548955	57552954	4000	+	1to5kb:141837	ENST00000621477.1	NA	NA	hg38_genes_1to5kb
chr15	57525001	57550000	25000	*	chr15	57530010	57534009	4000	-	1to5kb:145509	ENST00000566990.1	NA	NA	hg38_genes_1to5kb
chr15	57525001	57550000	25000	*	chr15	57528654	57528815	162	+	exon:876726	ENST00000281282.5	84952	CGNL1	hg38_genes_exons
chr15	57525001	57550000	25000	*	chr15	57531690	57531779	90	+	exon:876727	ENST00000281282.5	84952	CGNL1	hg38_genes_exons
chr15	57525001	57550000	25000	*	chr15	57543696	57543779	84	+	exon:876728	ENST00000281282.5	84952	CGNL1	hg38_genes_exons
chr15	57525001	57550000	25000	*	chr15	57544473	57544597	125	+	exon:876729	ENST00000281282.5	84952	CGNL1	hg38_genes_exons
chr15	57525001	57550000	25000	*	chr15	57545592	57545700	109	+	exon:876730	ENST00000281282.5	84952	CGNL1	hg38_genes_exons
chr15	57525001	57550000	25000	*	chr15	57546076	57546239	164	+	exon:876731	ENST00000281282.5	84952	CGNL1	hg38_genes_exons
chr15	57525001	57550000	25000	*	chr15	57547355	57550727	3373	+	exon:876732	ENST00000281282.5	84952	CGNL1	hg38_genes_exons
chr15	57525001	57550000	25000	*	chr15	57528713	57529009	297	-	exon:900635	ENST00000566990.1	NA	NA	hg38_genes_exons
chr15	57525001	57550000	25000	*	chr15	57527187	57527689	503	-	exon:900636	ENST00000566990.1	NA	NA	hg38_genes_exons
chr15	57525001	57550000	25000	*	chr15	57524752	57528653	3902	+	intron:734891	ENST00000281282.5	84952	CGNL1	hg38_genes_introns
chr15	57525001	57550000	25000	*	chr15	57528816	57531689	2874	+	intron:734892	ENST00000281282.5	84952	CGNL1	hg38_genes_introns
chr15	57525001	57550000	25000	*	chr15	57531780	57543695	11916	+	intron:734893	ENST00000281282.5	84952	CGNL1	hg38_genes_introns
chr15	57525001	57550000	25000	*	chr15	57543780	57544472	693	+	intron:734894	ENST00000281282.5	84952	CGNL1	hg38_genes_introns
chr15	57525001	57550000	25000	*	chr15	57544598	57545591	994	+	intron:734895	ENST00000281282.5	84952	CGNL1	hg38_genes_introns
chr15	57525001	57550000	25000	*	chr15	57545701	57546075	375	+	intron:734896	ENST00000281282.5	84952	CGNL1	hg38_genes_introns
chr15	57525001	57550000	25000	*	chr15	57546240	57547354	1115	+	intron:734897	ENST00000281282.5	84952	CGNL1	hg38_genes_introns
chr15	57525001	57550000	25000	*	chr15	57527690	57528712	1023	-	intron:755127	ENST00000566990.1	NA	NA	hg38_genes_introns
chr15	57525001	57550000	25000	*	chr15	57547491	57550727	3237	+	3UTR:100530	ENST00000281282.5	84952	CGNL1	hg38_genes_3UTRs
chr15	57300001	57325000	25000	*	chr15	57299365	57300364	1000	+	promoter:141829	ENST00000620766.4	283663	LINC00926	hg38_genes_promoters
chr15	57300001	57325000	25000	*	chr15	57299365	57300364	1000	+	promoter:141830	ENST00000501726.1	283663	LINC00926	hg38_genes_promoters
chr15	57300001	57325000	25000	*	chr15	57303725	57304724	1000	+	promoter:141831	ENST00000502027.1	283663	LINC00926	hg38_genes_promoters
chr15	57300001	57325000	25000	*	chr15	57305300	57306299	1000	+	promoter:141832	ENST00000613170.1	NA	NA	hg38_genes_promoters
chr15	57300001	57325000	25000	*	chr15	57318138	57319137	1000	+	promoter:141833	ENST00000564843.1	101928611	LINC01413	hg38_genes_promoters
chr15	57300001	57325000	25000	*	chr15	57299725	57303724	4000	+	1to5kb:141831	ENST00000502027.1	283663	LINC00926	hg38_genes_1to5kb
chr15	57300001	57325000	25000	*	chr15	57301300	57305299	4000	+	1to5kb:141832	ENST00000613170.1	NA	NA	hg38_genes_1to5kb
chr15	57300001	57325000	25000	*	chr15	57314138	57318137	4000	+	1to5kb:141833	ENST00000564843.1	101928611	LINC01413	hg38_genes_1to5kb
chr15	57300001	57325000	25000	*	chr15	57300365	57300924	560	+	exon:876698	ENST00000620766.4	283663	LINC00926	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57301439	57301502	64	+	exon:876699	ENST00000620766.4	283663	LINC00926	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57300365	57300924	560	+	exon:876700	ENST00000501726.1	283663	LINC00926	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57305319	57307068	1750	+	exon:876701	ENST00000501726.1	283663	LINC00926	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57307542	57307761	220	+	exon:876702	ENST00000501726.1	283663	LINC00926	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57304725	57306622	1898	+	exon:876703	ENST00000502027.1	283663	LINC00926	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57307043	57307068	26	+	exon:876704	ENST00000502027.1	283663	LINC00926	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57307542	57307758	217	+	exon:876705	ENST00000502027.1	283663	LINC00926	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57306300	57307769	1470	+	exon:876706	ENST00000613170.1	NA	NA	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57319138	57319456	319	+	exon:876707	ENST00000564843.1	101928611	LINC01413	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57320793	57320959	167	+	exon:876708	ENST00000564843.1	101928611	LINC01413	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57322905	57323127	223	+	exon:876709	ENST00000564843.1	101928611	LINC01413	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57323846	57323908	63	+	exon:876710	ENST00000564843.1	101928611	LINC01413	hg38_genes_exons
chr15	57300001	57325000	25000	*	chr15	57300925	57301438	514	+	intron:734870	ENST00000620766.4	283663	LINC00926	hg38_genes_introns
chr15	57300001	57325000	25000	*	chr15	57300925	57305318	4394	+	intron:734871	ENST00000501726.1	283663	LINC00926	hg38_genes_introns
chr15	57300001	57325000	25000	*	chr15	57307069	57307541	473	+	intron:734872	ENST00000501726.1	283663	LINC00926	hg38_genes_introns
chr15	57300001	57325000	25000	*	chr15	57306623	57307042	420	+	intron:734873	ENST00000502027.1	283663	LINC00926	hg38_genes_introns
chr15	57300001	57325000	25000	*	chr15	57307069	57307541	473	+	intron:734874	ENST00000502027.1	283663	LINC00926	hg38_genes_introns
chr15	57300001	57325000	25000	*	chr15	57319457	57320792	1336	+	intron:734875	ENST00000564843.1	101928611	LINC01413	hg38_genes_introns
chr15	57300001	57325000	25000	*	chr15	57320960	57322904	1945	+	intron:734876	ENST00000564843.1	101928611	LINC01413	hg38_genes_introns
chr15	57300001	57325000	25000	*	chr15	57323128	57323845	718	+	intron:734877	ENST00000564843.1	101928611	LINC01413	hg38_genes_introns
chr17	42500001	42525000	25000	*	chr17	42499782	42500781	1000	+	promoter:160950	ENST00000587510.5	535	ATP6V0A1	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42499813	42500812	1000	+	promoter:160951	ENST00000586201.5	535	ATP6V0A1	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42500242	42501241	1000	+	promoter:160952	ENST00000588138.1	535	ATP6V0A1	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42506335	42507334	1000	+	promoter:160953	ENST00000585828.5	535	ATP6V0A1	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42508784	42509783	1000	+	promoter:160954	ENST00000591237.1	NA	NA	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42512442	42513441	1000	+	promoter:160955	ENST00000588806.1	535	ATP6V0A1	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42513188	42514187	1000	+	promoter:160956	ENST00000582846.1	100847046	MIR5010	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42516927	42517926	1000	+	promoter:160957	ENST00000592831.1	NA	NA	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42519335	42520334	1000	+	promoter:160958	ENST00000587797.1	535	ATP6V0A1	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42519383	42520382	1000	+	promoter:160959	ENST00000587299.1	535	ATP6V0A1	hg38_genes_promoters
chr17	42500001	42525000	25000	*	chr17	42496242	42500241	4000	+	1to5kb:160952	ENST00000588138.1	535	ATP6V0A1	hg38_genes_1to5kb
chr17	42500001	42525000	25000	*	chr17	42502335	42506334	4000	+	1to5kb:160953	ENST00000585828.5	535	ATP6V0A1	hg38_genes_1to5kb
chr17	42500001	42525000	25000	*	chr17	42504784	42508783	4000	+	1to5kb:160954	ENST00000591237.1	NA	NA	hg38_genes_1to5kb
chr17	42500001	42525000	25000	*	chr17	42508442	42512441	4000	+	1to5kb:160955	ENST00000588806.1	535	ATP6V0A1	hg38_genes_1to5kb
chr17	42500001	42525000	25000	*	chr17	42509188	42513187	4000	+	1to5kb:160956	ENST00000582846.1	100847046	MIR5010	hg38_genes_1to5kb
chr17	42500001	42525000	25000	*	chr17	42512927	42516926	4000	+	1to5kb:160957	ENST00000592831.1	NA	NA	hg38_genes_1to5kb
chr17	42500001	42525000	25000	*	chr17	42515335	42519334	4000	+	1to5kb:160958	ENST00000587797.1	535	ATP6V0A1	hg38_genes_1to5kb
chr17	42500001	42525000	25000	*	chr17	42515383	42519382	4000	+	1to5kb:160959	ENST00000587299.1	535	ATP6V0A1	hg38_genes_1to5kb
chr17	42500001	42525000	25000	*	chr17	42500707	42500923	217	+	exon:990932	ENST00000393829.6	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42501197	42501304	108	+	exon:990933	ENST00000393829.6	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42507520	42507627	108	+	exon:990934	ENST00000393829.6	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42513861	42513978	118	+	exon:990935	ENST00000393829.6	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42514289	42514460	172	+	exon:990936	ENST00000393829.6	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42521027	42521485	459	+	exon:990937	ENST00000393829.6	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42500707	42500923	217	+	exon:990963	ENST00000537728.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42501197	42501304	108	+	exon:990964	ENST00000537728.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42507520	42507627	108	+	exon:990965	ENST00000537728.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42513861	42513978	118	+	exon:990966	ENST00000537728.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42514289	42514460	172	+	exon:990967	ENST00000537728.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42521027	42521394	368	+	exon:990968	ENST00000537728.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42500707	42500923	217	+	exon:990984	ENST00000264649.10	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42501197	42501304	108	+	exon:990985	ENST00000264649.10	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42507520	42507627	108	+	exon:990986	ENST00000264649.10	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42513861	42513978	118	+	exon:990987	ENST00000264649.10	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42514289	42514460	172	+	exon:990988	ENST00000264649.10	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42521027	42522582	1556	+	exon:990989	ENST00000264649.10	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42500707	42500923	217	+	exon:991004	ENST00000585525.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42501197	42501304	108	+	exon:991005	ENST00000585525.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42507520	42507627	108	+	exon:991006	ENST00000585525.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42508572	42508589	18	+	exon:991007	ENST00000585525.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42513861	42513978	118	+	exon:991008	ENST00000585525.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42514289	42514460	172	+	exon:991009	ENST00000585525.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42521027	42521291	265	+	exon:991010	ENST00000585525.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42500707	42500923	217	+	exon:991026	ENST00000343619.8	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42501197	42501304	108	+	exon:991027	ENST00000343619.8	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42507520	42507627	108	+	exon:991028	ENST00000343619.8	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42508572	42508589	18	+	exon:991029	ENST00000343619.8	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42513861	42513978	118	+	exon:991030	ENST00000343619.8	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42514289	42514460	172	+	exon:991031	ENST00000343619.8	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42521027	42522611	1585	+	exon:991032	ENST00000343619.8	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42500707	42500923	217	+	exon:991041	ENST00000544137.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42501197	42501304	108	+	exon:991042	ENST00000544137.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42507520	42507627	108	+	exon:991043	ENST00000544137.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42508572	42508589	18	+	exon:991044	ENST00000544137.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42513861	42513978	118	+	exon:991045	ENST00000544137.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42514289	42514460	172	+	exon:991046	ENST00000544137.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42521027	42522578	1552	+	exon:991047	ENST00000544137.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42500782	42500923	142	+	exon:991087	ENST00000587510.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42501197	42501304	108	+	exon:991088	ENST00000587510.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42507520	42507627	108	+	exon:991089	ENST00000587510.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42510059	42510183	125	+	exon:991090	ENST00000587510.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42513861	42513941	81	+	exon:991091	ENST00000587510.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42500813	42500923	111	+	exon:991092	ENST00000586201.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42501197	42501304	108	+	exon:991093	ENST00000586201.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42507520	42507627	108	+	exon:991094	ENST00000586201.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42508572	42508589	18	+	exon:991095	ENST00000586201.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42513861	42513978	118	+	exon:991096	ENST00000586201.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42521027	42521444	418	+	exon:991097	ENST00000586201.5	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42501242	42501304	63	+	exon:991098	ENST00000588138.1	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42502794	42502868	75	+	exon:991099	ENST00000588138.1	535	ATP6V0A1	hg38_genes_exons
chr17	42500001	42525000	25000	*	chr17	42507520	42507627	108	+	exon:991100	ENST00000588138.1	535	ATP6V0A1	hg38_genes_exons
