seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type
chr12	103925001	103950000	25000	*	chr12	103932826	103932929	104	+	exon:757227	ENST00000549334.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103930334	103930564	231	+	exon:757228	ENST00000640977.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103931521	103931623	103	+	exon:757229	ENST00000640977.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932277	103932418	142	+	exon:757230	ENST00000640977.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932826	103932942	117	+	exon:757231	ENST00000640977.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103933956	103934287	332	+	exon:757232	ENST00000640977.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103937695	103937806	112	+	exon:757233	ENST00000640977.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103938340	103938422	83	+	exon:757234	ENST00000640977.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103938773	103938779	7	+	exon:757235	ENST00000640977.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103930334	103930564	231	+	exon:757236	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103931521	103931623	103	+	exon:757237	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932277	103932418	142	+	exon:757238	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932826	103932942	117	+	exon:757239	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103933956	103934287	332	+	exon:757240	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103937695	103937806	112	+	exon:757241	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103938340	103938459	120	+	exon:757242	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103939509	103939625	117	+	exon:757243	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103941410	103941547	138	+	exon:757244	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103941629	103941706	78	+	exon:757245	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103941832	103941897	66	+	exon:757246	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103942527	103942796	270	+	exon:757247	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103943074	103943319	246	+	exon:757248	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103943738	103943874	137	+	exon:757249	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103946618	103946696	79	+	exon:757250	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103946786	103946941	156	+	exon:757251	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103947311	103947430	120	+	exon:757252	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103947633	103947926	294	+	exon:757253	ENST00000299767.9	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103930382	103930564	183	+	exon:757254	ENST00000548622.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103931521	103932176	656	+	exon:757255	ENST00000548622.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103930410	103930564	155	+	exon:757256	ENST00000540297.6	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103931521	103931623	103	+	exon:757257	ENST00000540297.6	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103931711	103931748	38	+	exon:757258	ENST00000540297.6	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932277	103932418	142	+	exon:757259	ENST00000540297.6	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932826	103932942	117	+	exon:757260	ENST00000540297.6	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103933956	103933990	35	+	exon:757261	ENST00000540297.6	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103930425	103930555	131	+	exon:757262	ENST00000579335.1	100500842	MIR3652	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103930438	103930564	127	+	exon:757263	ENST00000614327.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103931521	103931623	103	+	exon:757264	ENST00000614327.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932277	103932418	142	+	exon:757265	ENST00000614327.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932826	103932942	117	+	exon:757266	ENST00000614327.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103933956	103934287	332	+	exon:757267	ENST00000614327.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103937695	103937806	112	+	exon:757268	ENST00000614327.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103938340	103938418	79	+	exon:757269	ENST00000614327.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103947374	103947430	57	+	exon:757270	ENST00000614327.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103947633	103947901	269	+	exon:757271	ENST00000614327.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103930438	103930564	127	+	exon:757272	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103931521	103931623	103	+	exon:757273	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932277	103932418	142	+	exon:757274	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103932826	103932942	117	+	exon:757275	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103933956	103934287	332	+	exon:757276	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103937695	103937806	112	+	exon:757277	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103938340	103938459	120	+	exon:757278	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103939509	103939625	117	+	exon:757279	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103941410	103941547	138	+	exon:757280	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103941629	103941706	78	+	exon:757281	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103941832	103941897	66	+	exon:757282	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103942527	103943319	793	+	exon:757283	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103943738	103943874	137	+	exon:757284	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103946618	103946696	79	+	exon:757285	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103946786	103946941	156	+	exon:757286	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103947311	103947430	120	+	exon:757287	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103947633	103947927	295	+	exon:757288	ENST00000548462.5	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103938238	103938459	222	+	exon:757289	ENST00000550479.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103939509	103939625	117	+	exon:757290	ENST00000550479.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103941410	103941768	359	+	exon:757291	ENST00000550479.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103941834	103941897	64	+	exon:757292	ENST00000551983.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103942527	103942796	270	+	exon:757293	ENST00000551983.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103943074	103943467	394	+	exon:757294	ENST00000551983.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103943619	103943874	256	+	exon:757295	ENST00000552051.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103946618	103946696	79	+	exon:757296	ENST00000552051.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103946786	103946941	156	+	exon:757297	ENST00000552051.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103947311	103947400	90	+	exon:757298	ENST00000552051.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103943796	103943874	79	+	exon:757299	ENST00000550595.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103946618	103946696	79	+	exon:757300	ENST00000550595.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103946786	103946941	156	+	exon:757301	ENST00000550595.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103947311	103947430	120	+	exon:757302	ENST00000550595.1	7184	HSP90B1	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103929882	103930211	330	-	exon:793737	ENST00000548897.1	253724	TTC41P	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103928333	103928546	214	-	exon:793738	ENST00000548897.1	253724	TTC41P	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103925493	103925736	244	-	exon:793739	ENST00000548897.1	253724	TTC41P	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103929882	103930131	250	-	exon:793742	ENST00000388789.4	253724	TTC41P	hg38_genes_exons
chr12	103925001	103950000	25000	*	chr12	103930339	103931520	1182	+	intron:635517	ENST00000549334.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103931624	103932276	653	+	intron:635518	ENST00000549334.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932419	103932825	407	+	intron:635519	ENST00000549334.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103930565	103931520	956	+	intron:635520	ENST00000640977.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103931624	103932276	653	+	intron:635521	ENST00000640977.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932419	103932825	407	+	intron:635522	ENST00000640977.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932943	103933955	1013	+	intron:635523	ENST00000640977.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103934288	103937694	3407	+	intron:635524	ENST00000640977.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103937807	103938339	533	+	intron:635525	ENST00000640977.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103938423	103938772	350	+	intron:635526	ENST00000640977.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103930565	103931520	956	+	intron:635527	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103931624	103932276	653	+	intron:635528	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932419	103932825	407	+	intron:635529	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932943	103933955	1013	+	intron:635530	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103934288	103937694	3407	+	intron:635531	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103937807	103938339	533	+	intron:635532	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103938460	103939508	1049	+	intron:635533	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103939626	103941409	1784	+	intron:635534	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103941548	103941628	81	+	intron:635535	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103941707	103941831	125	+	intron:635536	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103941898	103942526	629	+	intron:635537	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103942797	103943073	277	+	intron:635538	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103943320	103943737	418	+	intron:635539	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103943875	103946617	2743	+	intron:635540	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103946697	103946785	89	+	intron:635541	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103946942	103947310	369	+	intron:635542	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103947431	103947632	202	+	intron:635543	ENST00000299767.9	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103930565	103931520	956	+	intron:635544	ENST00000548622.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103930565	103931520	956	+	intron:635545	ENST00000540297.6	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103931624	103931710	87	+	intron:635546	ENST00000540297.6	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103931749	103932276	528	+	intron:635547	ENST00000540297.6	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932419	103932825	407	+	intron:635548	ENST00000540297.6	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932943	103933955	1013	+	intron:635549	ENST00000540297.6	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103930565	103931520	956	+	intron:635550	ENST00000614327.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103931624	103932276	653	+	intron:635551	ENST00000614327.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932419	103932825	407	+	intron:635552	ENST00000614327.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932943	103933955	1013	+	intron:635553	ENST00000614327.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103934288	103937694	3407	+	intron:635554	ENST00000614327.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103937807	103938339	533	+	intron:635555	ENST00000614327.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103938419	103947373	8955	+	intron:635556	ENST00000614327.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103947431	103947632	202	+	intron:635557	ENST00000614327.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103930565	103931520	956	+	intron:635558	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103931624	103932276	653	+	intron:635559	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932419	103932825	407	+	intron:635560	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103932943	103933955	1013	+	intron:635561	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103934288	103937694	3407	+	intron:635562	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103937807	103938339	533	+	intron:635563	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103938460	103939508	1049	+	intron:635564	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103939626	103941409	1784	+	intron:635565	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103941548	103941628	81	+	intron:635566	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103941707	103941831	125	+	intron:635567	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103941898	103942526	629	+	intron:635568	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103943320	103943737	418	+	intron:635569	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103943875	103946617	2743	+	intron:635570	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103946697	103946785	89	+	intron:635571	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103946942	103947310	369	+	intron:635572	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103947431	103947632	202	+	intron:635573	ENST00000548462.5	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103938460	103939508	1049	+	intron:635574	ENST00000550479.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103939626	103941409	1784	+	intron:635575	ENST00000550479.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103941898	103942526	629	+	intron:635576	ENST00000551983.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103942797	103943073	277	+	intron:635577	ENST00000551983.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103943875	103946617	2743	+	intron:635578	ENST00000552051.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103946697	103946785	89	+	intron:635579	ENST00000552051.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103946942	103947310	369	+	intron:635580	ENST00000552051.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103943875	103946617	2743	+	intron:635581	ENST00000550595.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103946697	103946785	89	+	intron:635582	ENST00000550595.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103946942	103947310	369	+	intron:635583	ENST00000550595.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103947431	103953385	5955	+	intron:635584	ENST00000550595.1	7184	HSP90B1	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103920567	103925492	4926	-	intron:666126	ENST00000548897.1	253724	TTC41P	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103925737	103928332	2596	-	intron:666127	ENST00000548897.1	253724	TTC41P	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103928547	103929881	1335	-	intron:666128	ENST00000548897.1	253724	TTC41P	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103916084	103929881	13798	-	intron:666129	ENST00000388789.4	253724	TTC41P	hg38_genes_introns
chr12	103925001	103950000	25000	*	chr12	103947663	103947926	264	+	3UTR:86570	ENST00000299767.9	7184	HSP90B1	hg38_genes_3UTRs
chr12	103925001	103950000	25000	*	chr12	103931721	103931748	28	+	3UTR:86571	ENST00000540297.6	7184	HSP90B1	hg38_genes_3UTRs
chr12	103925001	103950000	25000	*	chr12	103932277	103932418	142	+	3UTR:86572	ENST00000540297.6	7184	HSP90B1	hg38_genes_3UTRs
chr12	103925001	103950000	25000	*	chr12	103932826	103932942	117	+	3UTR:86573	ENST00000540297.6	7184	HSP90B1	hg38_genes_3UTRs
chr12	103925001	103950000	25000	*	chr12	103933956	103933990	35	+	3UTR:86574	ENST00000540297.6	7184	HSP90B1	hg38_genes_3UTRs
chr12	103925001	103950000	25000	*	chr12	103947388	103947430	43	+	3UTR:86575	ENST00000614327.1	7184	HSP90B1	hg38_genes_3UTRs
chr12	103925001	103950000	25000	*	chr12	103947633	103947901	269	+	3UTR:86576	ENST00000614327.1	7184	HSP90B1	hg38_genes_3UTRs
chr19	46760001	46770000	10000	*	chr19	46761833	46762006	174	+	exon:1103023	ENST00000597339.5	79147	FKRP	hg38_genes_exons
chr19	46760001	46770000	10000	*	chr19	46748666	46776651	27986	+	intron:923441	ENST00000600646.5	79147	FKRP	hg38_genes_introns
chr19	46760001	46770000	10000	*	chr19	46748666	46761832	13167	+	intron:923476	ENST00000597339.5	79147	FKRP	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111092865	111092966	102	+	exon:137703	ENST00000389811.8	55289	ACOXL	hg38_genes_exons
chr2	111075001	111100000	25000	*	chr2	111093487	111094344	858	+	exon:137704	ENST00000389811.8	55289	ACOXL	hg38_genes_exons
chr2	111075001	111100000	25000	*	chr2	111092865	111092966	102	+	exon:137721	ENST00000439055.5	55289	ACOXL	hg38_genes_exons
chr2	111075001	111100000	25000	*	chr2	111092865	111092966	102	+	exon:137751	ENST00000417074.5	55289	ACOXL	hg38_genes_exons
chr2	111075001	111100000	25000	*	chr2	111093487	111094223	737	+	exon:137752	ENST00000417074.5	55289	ACOXL	hg38_genes_exons
chr2	111075001	111100000	25000	*	chr2	111092865	111092966	102	+	exon:137763	ENST00000443586.5	55289	ACOXL	hg38_genes_exons
chr2	111075001	111100000	25000	*	chr2	111092865	111092966	102	+	exon:137769	ENST00000441974.1	55289	ACOXL	hg38_genes_exons
chr2	111075001	111100000	25000	*	chr2	111098345	111101143	2799	-	exon:186872	ENST00000376593.2	400997	ACOXL-AS1	hg38_genes_exons
chr2	111075001	111100000	25000	*	chr2	111049289	111092864	43576	+	intron:115989	ENST00000389811.8	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111092967	111093486	520	+	intron:115990	ENST00000389811.8	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111049289	111092864	43576	+	intron:116006	ENST00000439055.5	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111092967	111117615	24649	+	intron:116007	ENST00000439055.5	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111049289	111092864	43576	+	intron:116032	ENST00000417074.5	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111092967	111093486	520	+	intron:116033	ENST00000417074.5	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111049289	111092864	43576	+	intron:116042	ENST00000443586.5	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111092967	111101068	8102	+	intron:116043	ENST00000443586.5	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111031715	111092864	61150	+	intron:116046	ENST00000441974.1	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111092967	111117615	24649	+	intron:116047	ENST00000441974.1	55289	ACOXL	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111036923	111344060	307138	-	intron:157163	ENST00000645030.1	541471	MIR4435-2HG	hg38_genes_introns
chr2	111075001	111100000	25000	*	chr2	111093499	111094344	846	+	3UTR:14999	ENST00000389811.8	55289	ACOXL	hg38_genes_3UTRs
chr2	111075001	111100000	25000	*	chr2	111093499	111094223	725	+	3UTR:15002	ENST00000417074.5	55289	ACOXL	hg38_genes_3UTRs
chr2	111075001	111100000	25000	*	chr2	111092865	111092966	102	+	3UTR:15004	ENST00000443586.5	55289	ACOXL	hg38_genes_3UTRs
chr2	111075001	111100000	25000	*	chr2	111092927	111092966	40	+	3UTR:15006	ENST00000441974.1	55289	ACOXL	hg38_genes_3UTRs
chr2	201225001	201250000	25000	*	chr2	201232443	201233442	1000	+	promoter:24111	ENST00000392263.6	841	CASP8	hg38_genes_promoters
chr2	201225001	201250000	25000	*	chr2	201232443	201233442	1000	+	promoter:24112	ENST00000264274.13	841	CASP8	hg38_genes_promoters
chr2	201225001	201250000	25000	*	chr2	201232463	201233462	1000	+	promoter:24113	ENST00000432109.6	841	CASP8	hg38_genes_promoters
chr2	201225001	201250000	25000	*	chr2	201232465	201233464	1000	+	promoter:24114	ENST00000490682.5	841	CASP8	hg38_genes_promoters
chr2	201225001	201250000	25000	*	chr2	201232466	201233465	1000	+	promoter:24115	ENST00000264275.9	841	CASP8	hg38_genes_promoters
chr2	201225001	201250000	25000	*	chr2	201232470	201233469	1000	+	promoter:24116	ENST00000471383.5	841	CASP8	hg38_genes_promoters
chr2	201225001	201250000	25000	*	chr2	201232486	201233485	1000	+	promoter:24117	ENST00000450491.5	841	CASP8	hg38_genes_promoters
chr2	201225001	201250000	25000	*	chr2	201232502	201233501	1000	+	promoter:24118	ENST00000440732.5	841	CASP8	hg38_genes_promoters
chr2	201225001	201250000	25000	*	chr2	201232506	201233505	1000	+	promoter:24119	ENST00000392258.7	841	CASP8	hg38_genes_promoters
chr2	201225001	201250000	25000	*	chr2	201228443	201232442	4000	+	1to5kb:24111	ENST00000392263.6	841	CASP8	hg38_genes_1to5kb
chr2	201225001	201250000	25000	*	chr2	201228443	201232442	4000	+	1to5kb:24112	ENST00000264274.13	841	CASP8	hg38_genes_1to5kb
chr2	201225001	201250000	25000	*	chr2	201228463	201232462	4000	+	1to5kb:24113	ENST00000432109.6	841	CASP8	hg38_genes_1to5kb
chr2	201225001	201250000	25000	*	chr2	201228465	201232464	4000	+	1to5kb:24114	ENST00000490682.5	841	CASP8	hg38_genes_1to5kb
chr2	201225001	201250000	25000	*	chr2	201228466	201232465	4000	+	1to5kb:24115	ENST00000264275.9	841	CASP8	hg38_genes_1to5kb
chr2	201225001	201250000	25000	*	chr2	201228470	201232469	4000	+	1to5kb:24116	ENST00000471383.5	841	CASP8	hg38_genes_1to5kb
